ca. aor. [3] ps. pl. 1	Nic karmaNi luf u bahu AwmanepaxI caf
ca. aor. [3] ps. pl. 2	Nic karmaNi luf ma bahu AwmanepaxI caf
ca. aor. [3] ps. pl. 3	Nic karmaNi luf pra bahu AwmanepaxI caf
ca. aor. [3] ps. sg. 1	Nic karmaNi luf u eka AwmanepaxI caf
ca. aor. [3] ps. sg. 2	Nic karmaNi luf ma eka AwmanepaxI caf
ca. aor. [3] ps. sg. 3	Nic karmaNi luf pra eka AwmanepaxI caf
ca. ben. ac. du. 1	Nic karwari ASIrlif u xvi parasmEpaxI
ca. ben. ac. du. 2	Nic karwari ASIrlif ma xvi parasmEpaxI
ca. ben. ac. du. 3	Nic karwari ASIrlif pra xvi parasmEpaxI
ca. ben. ac. pl. 1	Nic karwari ASIrlif u bahu parasmEpaxI
ca. ben. ac. pl. 2	Nic karwari ASIrlif ma bahu parasmEpaxI
ca. ben. ac. pl. 3	Nic karwari ASIrlif pra bahu parasmEpaxI
ca. ben. ac. sg. 1	Nic karwari ASIrlif u eka parasmEpaxI
ca. ben. ac. sg. 2	Nic karwari ASIrlif ma eka parasmEpaxI
ca. ben. ac. sg. 3	Nic karwari ASIrlif pra eka parasmEpaxI
ca. ben. md. du. 1	Nic karwari ASIrlif u xvi AwmanepaxI
ca. ben. md. du. 2	Nic karwari ASIrlif ma xvi AwmanepaxI
ca. ben. md. du. 3	Nic karwari ASIrlif pra xvi AwmanepaxI
ca. ben. md. pl. 1	Nic karwari ASIrlif u bahu AwmanepaxI
ca. ben. md. pl. 2	Nic karwari ASIrlif ma bahu AwmanepaxI
ca. ben. md. pl. 3	Nic karwari ASIrlif pra bahu AwmanepaxI
ca. ben. md. sg. 1	Nic karwari ASIrlif u eka AwmanepaxI
ca. ben. md. sg. 2	Nic karwari ASIrlif ma eka AwmanepaxI
ca. ben. md. sg. 3	Nic karwari ASIrlif pra eka AwmanepaxI
ca. ben. ps. du. 1	Nic karmaNi ASIrlif u xvi AwmanepaxI
ca. ben. ps. du. 2	Nic karmaNi ASIrlif ma xvi AwmanepaxI
ca. ben. ps. du. 3	Nic karmaNi ASIrlif pra xvi AwmanepaxI
ca. ben. ps. pl. 1	Nic karmaNi ASIrlif u bahu AwmanepaxI
ca. ben. ps. pl. 2	Nic karmaNi ASIrlif ma bahu AwmanepaxI
ca. ben. ps. pl. 3	Nic karmaNi ASIrlif pra bahu AwmanepaxI
ca. ben. ps. sg. 1	Nic karmaNi ASIrlif u eka AwmanepaxI
ca. ben. ps. sg. 2	Nic karmaNi ASIrlif ma eka AwmanepaxI
ca. ben. ps. sg. 3	Nic karmaNi ASIrlif pra eka AwmanepaxI
ca. cond. ac. du. 1	Nic karwari lqf u xvi parasmEpaxI
ca. cond. ac. du. 2	Nic karwari lqf ma xvi parasmEpaxI
ca. cond. ac. du. 3	Nic karwari lqf pra xvi parasmEpaxI
ca. cond. ac. pl. 1	Nic karwari lqf u bahu parasmEpaxI
ca. cond. ac. pl. 2	Nic karwari lqf ma bahu parasmEpaxI
ca. cond. ac. pl. 3	Nic karwari lqf pra bahu parasmEpaxI
ca. cond. ac. sg. 1	Nic karwari lqf u eka parasmEpaxI
ca. cond. ac. sg. 2	Nic karwari lqf ma eka parasmEpaxI
ca. cond. ac. sg. 3	Nic karwari lqf pra eka parasmEpaxI
ca. cond. md. du. 1	Nic karwari lqf u xvi AwmanepaxI
ca. cond. md. du. 2	Nic karwari lqf ma xvi AwmanepaxI
ca. cond. md. du. 3	Nic karwari lqf pra xvi AwmanepaxI
ca. cond. md. pl. 1	Nic karwari lqf u bahu AwmanepaxI
ca. cond. md. pl. 2	Nic karwari lqf ma bahu AwmanepaxI
ca. cond. md. pl. 3	Nic karwari lqf pra bahu AwmanepaxI
ca. cond. md. sg. 1	Nic karwari lqf u eka AwmanepaxI
ca. cond. md. sg. 2	Nic karwari lqf ma eka AwmanepaxI
ca. cond. md. sg. 3	Nic karwari lqf pra eka AwmanepaxI
ca. cond. ps. du. 1	Nic karmaNi lqf u xvi AwmanepaxI
ca. cond. ps. du. 2	Nic karmaNi lqf ma xvi AwmanepaxI
ca. cond. ps. du. 3	Nic karmaNi lqf pra xvi AwmanepaxI
ca. cond. ps. pl. 1	Nic karmaNi lqf u bahu AwmanepaxI
ca. cond. ps. pl. 2	Nic karmaNi lqf ma bahu AwmanepaxI
ca. cond. ps. pl. 3	Nic karmaNi lqf pra bahu AwmanepaxI
ca. cond. ps. sg. 1	Nic karmaNi lqf u eka AwmanepaxI
ca. cond. ps. sg. 2	Nic karmaNi lqf ma eka AwmanepaxI
ca. cond. ps. sg. 3	Nic karmaNi lqf pra eka AwmanepaxI
ca. fut. ac. du. 1	Nic karwari lqt u xvi parasmEpaxI
ca. fut. ac. du. 2	Nic karwari lqt ma xvi parasmEpaxI
ca. fut. ac. du. 3	Nic karwari lqt pra xvi parasmEpaxI
ca. fut. ac. pl. 1	Nic karwari lqt u bahu parasmEpaxI
ca. fut. ac. pl. 2	Nic karwari lqt ma bahu parasmEpaxI
ca. fut. ac. pl. 3	Nic karwari lqt pra bahu parasmEpaxI
ca. fut. ac. sg. 1	Nic karwari lqt u eka parasmEpaxI
ca. fut. ac. sg. 2	Nic karwari lqt ma eka parasmEpaxI
ca. fut. ac. sg. 3	Nic karwari lqt pra eka parasmEpaxI
ca. fut. md. du. 1	Nic karwari lqt u xvi AwmanepaxI
ca. fut. md. du. 2	Nic karwari lqt ma xvi AwmanepaxI
ca. fut. md. du. 3	Nic karwari lqt pra xvi AwmanepaxI
ca. fut. md. pl. 1	Nic karwari lqt u bahu AwmanepaxI
ca. fut. md. pl. 2	Nic karwari lqt ma bahu AwmanepaxI
ca. fut. md. pl. 3	Nic karwari lqt pra bahu AwmanepaxI
ca. fut. md. sg. 1	Nic karwari lqt u eka AwmanepaxI
ca. fut. md. sg. 2	Nic karwari lqt ma eka AwmanepaxI
ca. fut. md. sg. 3	Nic karwari lqt pra eka AwmanepaxI
ca. fut. ps. du. 1	Nic karmaNi lqt u xvi AwmanepaxI
ca. fut. ps. du. 2	Nic karmaNi lqt ma xvi AwmanepaxI
ca. fut. ps. du. 3	Nic karmaNi lqt pra xvi AwmanepaxI
ca. fut. ps. pl. 1	Nic karmaNi lqt u bahu AwmanepaxI
ca. fut. ps. pl. 2	Nic karmaNi lqt ma bahu AwmanepaxI
ca. fut. ps. pl. 3	Nic karmaNi lqt pra bahu AwmanepaxI
ca. fut. ps. sg. 1	Nic karmaNi lqt u eka AwmanepaxI
ca. fut. ps. sg. 2	Nic karmaNi lqt ma eka AwmanepaxI
ca. fut. ps. sg. 3	Nic karmaNi lqt pra eka AwmanepaxI
ca. imp. ac. du. 1	Nic karwari lot u xvi parasmEpaxI
ca. imp. ac. du. 2	Nic karwari lot ma xvi parasmEpaxI
ca. imp. ac. du. 3	Nic karwari lot pra xvi parasmEpaxI
ca. imp. ac. pl. 1	Nic karwari lot u bahu parasmEpaxI
ca. imp. ac. pl. 2	Nic karwari lot ma bahu parasmEpaxI
ca. imp. ac. pl. 3	Nic karwari lot pra bahu parasmEpaxI
ca. imp. ac. sg. 1	Nic karwari lot u eka parasmEpaxI
ca. imp. ac. sg. 2	Nic karwari lot ma eka parasmEpaxI
ca. imp. ac. sg. 3	Nic karwari lot pra eka parasmEpaxI
ca. impft. ac. du. 1	Nic karwari laf u xvi parasmEpaxI
ca. impft. ac. du. 2	Nic karwari laf ma xvi parasmEpaxI
ca. impft. ac. du. 3	Nic karwari laf pra xvi parasmEpaxI
ca. impft. ac. pl. 1	Nic karwari laf u bahu parasmEpaxI
ca. impft. ac. pl. 2	Nic karwari laf ma bahu parasmEpaxI
ca. impft. ac. pl. 3	Nic karwari laf pra bahu parasmEpaxI
ca. impft. ac. sg. 1	Nic karwari laf u eka parasmEpaxI
ca. impft. ac. sg. 2	Nic karwari laf ma eka parasmEpaxI
ca. impft. ac. sg. 3	Nic karwari laf pra eka parasmEpaxI
ca. impft. md. du. 1	Nic karwari laf u xvi AwmanepaxI
ca. impft. md. du. 2	Nic karwari laf ma xvi AwmanepaxI
ca. impft. md. du. 3	Nic karwari laf pra xvi AwmanepaxI
ca. impft. md. pl. 1	Nic karwari laf u bahu AwmanepaxI
ca. impft. md. pl. 2	Nic karwari laf ma bahu AwmanepaxI
